maturity,log_moneyness,forward,strike,true_local_volatility,true_call_price,noise_standard_deviation,noise,observed_call_price,call_lower_bound,call_upper_bound
0.07,-0.32,100.0,72.6149037073691,0.2477569190468624,27.385097338420277,0.05980711929694813,-1.0457893715454247e-06,27.385096292630905,27.385096292630905,100.0
0.07,-0.27,100.0,76.33794943368531,0.25052282070100085,23.66207365219456,0.05176371513607562,0.046712695834884244,23.708786348029445,23.66205056631469,100.0
0.07,-0.22,100.0,80.25187979624785,0.25082362247506784,19.74853800146754,0.04398586796266458,-0.0004177977153894119,19.74812020375215,19.74812020375215,100.0
0.07,-0.18,100.0,83.5270211411272,0.2475937739311345,16.4762785186568,0.03797652745275002,0.032051307137226814,16.50832982579403,16.472978858872807,100.0
0.07,-0.14,100.0,86.93582353988059,0.24267078121344543,13.086408519643578,0.03219310220687031,0.056052206839853014,13.142460726483431,13.064176460119413,100.0
0.07,-0.1,100.0,90.48374180359595,0.2367827086668697,9.631928753802285,0.02672551314046821,0.0034610419902776357,9.635389795792562,9.516258196404053,100.0
0.07,-0.06,100.0,94.17645335842487,0.2296052684625407,6.289539154735673,0.021806968600889775,-0.020186707334600484,6.269352447401072,5.823546641575135,100.0
0.07,-0.03,100.0,97.04455335485082,0.22367563979440355,4.070759317890485,0.018752854554397565,-0.03353987799719427,4.037219439893291,2.9554466451491805,100.0
0.07,0.0,100.0,100.0,0.21803367618577094,2.293114673371286,0.01656400552610185,0.01365718591681242,2.3067718592880984,0.0,100.0
0.07,0.03,100.0,103.0454533953517,0.21331503278044125,1.1080782247354057,0.015790173461242486,-0.019790593567824644,1.088287631167581,0.0,100.0
0.07,0.06,100.0,106.18365465453596,0.20976551287482884,0.4338010284330302,0.015951230474587134,0.011750622975165104,0.4455516514081953,0.0,100.0
0.07,0.1,100.0,110.51709180756477,0.2066040409355666,0.09202400277897885,0.0171856083894449,0.009251195917454727,0.10127519869643357,0.0,100.0
0.07,0.14,100.0,115.02737988572274,0.20460595960222014,0.012611702722241793,0.01911930538994897,-0.012611702722241793,0.0,0.0,100.0
0.07,0.18,100.0,119.72173631218101,0.20323108045976668,0.001264071398402973,0.021501513005491624,-0.001264071398402973,0.0,0.0,100.0
0.07,0.23,100.0,125.86000099294779,0.2020110774391421,4.381056998504499e-05,0.02497203080804308,-4.381056998504499e-05,0.0,0.0,100.0
0.07,0.28,100.0,132.3129812337437,0.20121398220591658,9.656894086848372e-07,0.028930304755667532,0.010179801112484444,0.010180766801893129,0.0,100.0
0.07,0.34,100.0,140.49475905635938,0.20079327485105666,6.7566578301288e-09,0.034270890859487216,0.04996408293009178,0.04996408968674961,0.0,100.0
0.12,-0.32,100.0,72.6149037073691,0.2463819269136091,27.38522733024005,0.058029648077209554,0.020032661540248853,27.405259991780298,27.385096292630905,100.0
0.12,-0.27,100.0,76.33794943368531,0.25115840587069393,23.66325997014934,0.049987300242472055,0.060150053520199975,23.72341002366954,23.66205056631469,100.0
0.12,-0.22,100.0,80.25187979624785,0.25362541152778423,19.756932155019733,0.04221666090465843,0.0742849193435795,19.831217074363312,19.74812020375215,100.0
0.12,-0.18,100.0,83.5270211411272,0.2518954120763179,16.50834639190506,0.03623099411443994,-0.01701819104933122,16.49132820085573,16.472978858872807,100.0
0.12,-0.14,100.0,86.93582353988059,0.24797922704922562,13.18806422256672,0.030517156698235105,0.012751886693703085,13.200816109260423,13.064176460119413,100.0
0.12,-0.1,100.0,90.48374180359595,0.24200562093377262,9.885940752967668,0.02520192392807525,-0.018690827912415386,9.867249925055253,9.516258196404053,100.0
0.12,-0.06,100.0,94.17645335842487,0.2333012720461277,6.775863694449616,0.020515691929045374,0.033699033673479484,6.809562728123096,5.823546641575135,100.0
0.12,-0.03,100.0,97.04455335485082,0.2255925032504238,4.7190557574035505,0.017623549782352286,0.004613247565981027,4.723669004969532,2.9554466451491805,100.0
0.12,0.0,100.0,100.0,0.21813455568536536,3.010125367847456,0.015503415009019673,0.018136246365224817,3.028261614212681,0.0,100.0
0.12,0.03,100.0,103.0454533953517,0.21194365847767677,1.7485696474936168,0.014653063672442353,-0.007472780286793768,1.741096867206823,0.0,100.0
0.12,0.06,100.0,106.18365465453596,0.207416099310204,0.8976887807214216,0.01463751701531718,-0.001671329729185267,0.8960174509922363,0.0,100.0
0.12,0.1,100.0,110.51709180756477,0.20361402700687112,0.3077558840809651,0.015623739059188544,-0.02206276117192174,0.28569312290904336,0.0,100.0
0.12,0.14,100.0,115.02737988572274,0.20142475080462063,0.0812652893366282,0.017410357765005012,-0.007514535948934906,0.0737507533876933,0.0,100.0
0.12,0.18,100.0,119.72173631218101,0.20003690307382016,0.017151562254338715,0.019739799284789215,0.011194750763375859,0.028346313017714574,0.0,100.0
0.12,0.23,100.0,125.86000099294779,0.19885555057394821,0.001705626114967487,0.023196091412029718,0.019173310753247838,0.020878936868215327,0.0,100.0
0.12,0.28,100.0,132.3129812337437,0.19808796580358073,0.00011404334659643519,0.027152816621766374,0.035001478331787635,0.03511552167838407,0.0,100.0
0.12,0.34,100.0,140.49475905635938,0.19768135285910016,2.869135250585302e-06,0.03249329251030747,-2.869135250585302e-06,0.0,0.0,100.0
0.2,-0.32,100.0,72.6149037073691,0.23888231339366006,27.38895941530133,0.05617606190225589,0.05359311696195235,27.44255253226328,27.385096292630905,100.0
0.2,-0.27,100.0,76.33794943368531,0.2419755050807379,23.679644574273798,0.048146366586581564,0.08010589411306057,23.75975046838686,23.66205056631469,100.0
0.2,-0.22,100.0,80.25187979624785,0.24686453405462913,19.815963466369997,0.040418373955993736,0.05264798514665969,19.868611451516657,19.74812020375215,100.0
0.2,-0.18,100.0,83.5270211411272,0.25064646469423774,16.648023123707645,0.03451335258622757,0.002785979777403469,16.65080910348505,16.472978858872807,100.0
0.2,-0.14,100.0,86.93582353988059,0.2525761504128507,13.47337547464639,0.028945149690299824,0.036125012108314536,13.509500486754705,13.064176460119413,100.0
0.2,-0.1,100.0,90.48374180359595,0.24944963573963588,10.380312274190286,0.023838977189282913,0.001316329235386604,10.381628603425673,9.516258196404053,100.0
0.2,-0.06,100.0,94.17645335842487,0.2395501469040788,7.496371815724091,0.0193788817903049,0.02118335384089498,7.517555169564986,5.823546641575135,100.0
0.2,-0.03,100.0,97.04455335485082,0.2292123363269583,5.564851231402385,0.016612026996336172,-0.00920103614952339,5.555650195252862,2.9554466451491805,100.0
0.2,0.0,100.0,100.0,0.2188118690756512,3.899011050468511,0.014534982431625779,-0.004432754766216629,3.8945782957022943,0.0,100.0
0.2,0.03,100.0,103.0454533953517,0.21016567866997415,2.5723967204993716,0.013619572485433159,-0.005939862214255243,2.5664568582851164,0.0,100.0
0.2,0.06,100.0,106.18365465453596,0.20399526200086604,1.5723992696010685,0.013454909244181877,-0.028235428731690382,1.544163840869378,0.0,100.0
0.2,0.1,100.0,110.51709180756477,0.19913471172906927,0.7290254480091942,0.014187690363101822,0.007750464181863315,0.7367759121910575,0.0,100.0
0.2,0.14,100.0,115.02737988572274,0.1966719693345735,0.2891869041930259,0.01576096111984646,-0.003405726955993893,0.285781177237032,0.0,100.0
0.2,0.18,100.0,119.72173631218101,0.19532576316154054,0.0995558909850863,0.01796488535350501,-0.027682342120383077,0.07187354886470322,0.0,100.0
0.2,0.23,100.0,125.86000099294779,0.19427962441148067,0.02087446057047638,0.02135794198647028,-0.005361251538524344,0.015513209031952035,0.0,100.0
0.2,0.28,100.0,132.3129812337437,0.19360355752258002,0.003362341195468758,0.025298746659600295,-0.003362341195468758,0.0,0.0,100.0
0.2,0.34,100.0,140.49475905635938,0.1932399914745675,0.0002711050805936697,0.03063624248623786,0.03984062551251286,0.040111730593106534,0.0,100.0
0.32,-0.32,100.0,72.6149037073691,0.22819170040747266,27.417093255520413,0.05475264265145574,0.0007311252768111842,27.417824380797224,27.385096292630905,100.0
0.32,-0.27,100.0,76.33794943368531,0.22730410083206476,23.756110407239138,0.04677127932852767,0.02674321133851265,23.78285361857765,23.66205056631469,100.0
0.32,-0.22,100.0,80.25187979624785,0.23288851445181727,19.998329516560705,0.03914918691516522,-0.0613423863258582,19.936987130234847,19.74812020375215,100.0
0.32,-0.18,100.0,83.5270211411272,0.24165102207802933,16.9734992656769,0.033387275637177596,0.01134415632550656,16.984843422002406,16.472978858872807,100.0
0.32,-0.14,100.0,86.93582353988059,0.24940045453934115,13.992290345168668,0.028012511469802874,-0.07167261288694782,13.92061773228172,13.064176460119413,100.0
0.32,-0.1,100.0,90.48374180359595,0.2495638040455301,11.115248636882296,0.0231223604609557,-0.006957786436396773,11.108290850445899,9.516258196404053,100.0
0.32,-0.06,100.0,94.17645335842487,0.23951406257932847,8.421569945341417,0.018852526828903,0.034613939653421966,8.45618388499484,5.823546641575135,100.0
